Country,Latitude,Longitude,Confirmed,Deaths
Togo,8.6195,0.8248,25788,236
Trinidad and Tobago,10.6918,-61.2225,52847,1555
Tunisia,33.886917,9.537499,709866,25039
Turkey,38.9637,35.2433,7475085,66368
US,32.53952745,-86.64408227,9851,144
US,30.72774991,-87.72207058,36905,532
US,31.868263,-85.3871286,3546,74
US,32.99642064,-87.12511459999996,4194,86
US,33.98210918,-86.56790593,10020,172
US,32.10030533,-85.71265535,1514,44
US,31.75300095,-86.68057478,3228,94
US,33.77483727,-85.82630386,22011,448
US,32.91360079,-85.39072749,5532,139
US,34.17805983,-85.60638968,2977,57
US,32.85044126,-86.7173256,6545,151
US,32.02227341,-88.26564429999998,860,27
US,31.68099859,-87.83548597,4720,80
US,33.26984193,-85.85836077,2376,67
US,33.67679204,-85.52005899,2447,57
US,31.39932826,-85.98901039,9146,185
US,34.69847452,-87.80168544,8725,199
US,31.43401703,-86.99320044,1841,50
US,32.93690146,-86.24847739,1758,37
US,31.2477854,-86.45050893,6627,175
US,31.72941803,-86.31593104,2421,75
US,34.13020303,-86.86888037,15189,286
US,31.43037123,-85.61095742,8830,180
US,32.32688101,-87.10866709999998,4817,195
US,34.45946862,-85.80782906,12481,254
US,32.59785413,-86.14415284,14878,277
US,31.1256789,-87.15918694,6688,127
US,34.04567266,-86.04051873,19691,488
US,33.72076938,-87.73886638,2877,78
US,34.44235334,-87.84289505,5914,104
US,31.09389027,-85.83572839,4551,124
US,32.85504247,-87.95684022,1241,44
US,32.76039258,-87.63284988,2964,86
US,31.51148016,-85.24267944,3090,63
US,31.15197924,-85.29939599,17199,397
US,34.78144169,-85.99750489,9694,170
US,33.55554728,-86.89506300000002,113717,1870
US,33.77995024,-88.09668032,2120,45
US,34.90171875,-87.65624729,13971,292
US,34.52041498,-87.31069453,4229,111
US,32.60154883,-85.35132246,23035,233
US,34.81185586,-86.98310072,15095,194
US,32.1597283,-86.65158371,1724,61
US,32.38759944,-85.69267724,2282,61
US,34.76327133,-86.55069633,51605,666
US,32.24767634,-87.78796182,3314,89
US,34.13697363,-87.88704173,4916,126
US,34.36975964,-86.30486727,18185,288
US,30.78472347,-88.20842409,71849,1308
US,31.56729412,-87.36995001,3271,60
US,32.2206831,-86.20969272,33771,703
US,34.45500589,-86.85475946,20500,361
US,,,0,0
US,32.64048341,-87.29770589,1374,39
US,33.28094866,-88.08818103,3124,77
US,31.80396383,-85.9408295,4691,104
US,33.29526734,-85.45708831,3232,60
US,32.28725256,-85.18415324,6212,57
US,33.26879845,-86.66232561,37076,330
US,33.71902176,-86.31029372,15837,334
US,32.59117397,-88.19916205,1295,38
US,33.37823223,-86.16886178,13536,263
US,32.86698258,-85.79833053,6970,194
US,33.28726072,-87.52556818,34742,586
US,,,0,0
US,33.80270512,-87.30027177,10990,356
US,31.4092794,-88.20689944,2504,50
US,31.98773215,-87.30891118,1657,38
US,34.15030532,-87.37325922,4427,99
US,55.32222414,-161.9722021,432,3
US,52.3233,-174.1596,918,1
US,61.14998174,-149.14269860000005,51582,288
US,60.90980451,-159.8561831,5471,25
US,58.74513976,-156.701064,0,0
US,58.62403337,-156.21405890000003,403,0
US,61.16666,-149.9,1024,4
US,60.3886,-162.8905196,508,1
US,63.67264044,-150.0076108,256,1
US,59.79603738,-158.23819419999995,699,5
US,64.80726247,-146.5692662,14156,67
US,59.09893571,-135.4679843,225,0
US,58.45031811,-134.200436,3486,9
US,60.24429722,-151.53888840000005,9801,46
US,55.57445008,-130.975561,1570,8
US,57.65529415,-153.7493579,2317,7
US,62.15429159999999,-163.39678830000005,1907,6
US,62.31305045,-149.5741743,19563,84
US,64.90320724,-164.0353804,1206,0
US,69.31479216,-153.4836093,2481,5
US,67.04919196,-159.7503946,1506,6
US,57.13978948,-132.9540995,288,3
US,55.76261984,-133.0511621,476,5
US,57.24124555,-135.3206587,1149,5
US,59.56149996,-135.3337748,73,0
US,63.87692095,-143.2127643,1112,9
US,,,503,1
US,61.47502768,-144.7126799,0,0
US,56.3202004,-132.05837309999998,144,0
US,59.8909808,-140.36014509999998,224,2
US,65.50815459,-151.3907387,643,5
US,-14.271,-170.132,3,0
US,35.39465006,-109.4892383,13322,478
US,31.87934684,-109.7516088,14919,332
US,35.83883429,-111.7707178,21983,353
US,33.80190085,-110.8132779,9220,265
US,32.93166885,-109.8882178,7152,110
US,33.21498827,-109.2405279,1014,16
US,33.72854224,-113.9810029,3074,95
US,33.34835867,-112.4918154,711742,11729
US,35.70471703,-113.7577902,32091,942
US,35.3997715,-110.3218983,20237,606
US,,,0,0
US,32.0971334,-111.7890033,138398,2670
US,32.90525627,-111.3449483,70346,1045
US,31.52508998,-110.8479088,8876,193
US,,,0,0
US,34.59933926,-112.5538588,26921,652
US,32.76895712,-113.90666740000002,41066,896
US,34.29145151,-91.37277296,3433,59
US,33.19153461,-91.7698471,3139,47
US,36.28784385,-92.33782872,5742,173
US,36.33644656,-94.25680817,41301,586
US,36.3084504,-93.09374925,6123,126
US,33.46755808,-92.15980837,1941,41
US,33.55598792,-92.49974403,590,7
US,36.34038560000001,-93.54270261,4232,73
US,33.26458973,-91.29539209,2003,44
US,34.04613432,-93.17484713,3159,54
US,36.36826212,-90.4148172,2670,64
US,35.53864922,-92.02640019,3633,89
US,33.89723187,-92.18537045,1379,32
US,33.21230701,-93.22642793,3339,72
US,35.26205537,-92.70506566,3111,43
US,35.83018283,-90.63235729,21164,241
US,35.58928601,-94.2446814,10521,168
US,35.21247318,-90.30839406,8652,166
US,35.29631396,-90.77185818,2890,64
US,33.97042763,-92.65167437,1124,19
US,33.83011025,-91.25500948,1862,32
US,33.59035001,-91.71777921,2831,54
US,35.14719007,-92.33717519,19236,216
US,35.51202821,-93.89299569,2692,51
US,36.38177105,-91.81729127,1668,62
US,34.57692074,-93.14921604,15768,379
US,34.29017991,-92.42320562,2848,47
US,36.11735460000001,-90.55832668,9878,118
US,33.73325583,-93.66935133,2883,38
US,34.31709259,-92.95396325,7465,106
US,34.09007427,-93.9934871,2366,35
US,35.74242707,-91.57001641,6173,153
US,36.09604046,-91.90847954,2439,53
US,35.59802983,-91.21494602,4104,42
US,34.26767081,-91.92619839,12250,227
US,35.56759135,-93.46036368,4520,55
US,33.24116713,-93.60677071,836,25
US,36.04188196,-91.10867198,3213,55
US,34.78498904,-90.78383866,2067,48
US,33.95317155,-91.74002806,3628,57
US,33.70375665,-94.23468591,1980,71
US,35.21413234,-93.71951016,3548,40
US,34.75392199,-91.88742357,11741,172
US,36.01038185,-93.72524943,2440,37
US,36.26844485,-92.68451899,2109,57
US,33.31403423,-93.89285258,6341,114
US,35.76271485,-90.05194370000002,8142,137
US,34.6815935,-91.20540287,1179,24
US,34.53704874,-93.65824478,1108,43
US,33.66340119,-93.30632432,1332,38
US,35.91947491,-93.21612969,1157,36
US,33.58839816,-92.87795984,3372,81
US,34.9459153,-92.94372564,1491,21
US,34.43268455,-90.84800154,3158,76
US,34.16250414,-93.65789349,1670,35
US,35.57433534,-90.66268713,4836,98
US,34.48254879,-94.22728802,2935,107
US,35.44871474,-93.03212219,11779,152
US,34.83624419,-91.55162157,1273,28
US,34.77054088,-92.31355101,57973,893
US,36.3415714,-91.02455531,3229,55
US,34.64916145,-92.67583224,18280,241
US,34.85588887,-94.0632176,1688,29
US,35.9109364,-92.69936482,1235,24
US,35.19605503,-94.27162713,21893,360
US,33.99780401,-94.2424869,3780,50
US,36.16258158,-91.47819342,2775,63
US,35.02201976,-90.74828138,4737,65
US,35.86251946,-92.15684085,1665,41
US,,,5108,0
US,33.16887091,-92.59746952,5633,133
US,35.58095779,-92.51295036,2150,39
US,35.976844,-94.21800746,43893,464
US,35.25688493,-91.74908296,12937,187
US,35.18902527,-91.2439489,1075,23
US,35.00292371,-93.41171338,4574,77
US,37.64629437,-121.8929271,119516,1358
US,38.59678594,-119.8223594,102,0
US,38.44583082,-120.65696,5337,62
US,39.66727762,-121.6005252,23053,253
US,38.20537103,-120.552913,3792,75
US,39.17881957,-122.2331726,2999,18
US,37.91923498,-121.9289527,98852,960
US,41.74228275,-123.8974063,3539,39
US,38.77965956,-120.5233166,16865,146
US,36.75733899,-119.6466953,142951,2036
US,39.59875897,-122.3938452,4248,26
US,40.69923009,-123.876044,9009,101
US,33.0393082,-115.3669042,35403,762
US,36.51112084,-117.41119779999998,1886,39
US,35.34329425,-118.7277796,142637,1592
US,36.07409056,-119.8159973,32015,309
US,39.10124298,-122.7536244,6477,97
US,40.67311306,-120.59350990000002,7318,37
US,34.30828379,-118.2282411,1471645,26338
US,37.21513971,-119.76655890000002,23231,272
US,38.07122463,-122.7210631,17537,242
US,37.57978556,-119.9073334,1193,13
US,39.4381191,-123.3911313,7463,82
US,37.18922369,-120.7209035,41469,566
US,41.58965602,-120.7244817,651,5
US,37.93899289,-118.8872409,1612,3
US,36.21862405,-121.2413397,50566,580
US,38.50735751,-122.332839,12738,96
US,39.30394768,-120.7627281,8977,90
US,33.70147516,-117.76459979999998,321147,5499
US,,,0,0
US,39.06167234,-120.7240569,38628,404
US,40.00355989,-120.8395236,1498,6
US,33.74314981,-115.9933578,368067,4973
US,38.45106826,-121.3425374,156613,2169
US,36.60308176,-121.069975,7337,71
US,34.84060306,-116.1774685,355301,5549
US,33.03484597,-116.7365326,361719,4124
US,37.75215114,-122.4385672,53772,643
US,37.93433732,-121.2730061,101308,1681
US,35.38822029,-120.4039028,29526,327
US,37.4228808,-122.32755459999998,53669,569
US,34.65329488,-120.0188492,44631,515
US,37.23104908,-121.6970462,143968,1882
US,37.05580291,-122.0066524,20789,217
US,40.76391419,-122.0396884,22987,295
US,39.57713498,-120.52007009999998,163,0
US,41.59198861,-122.5407434,4381,42
US,38.26827353,-121.9357113,45596,329
US,38.52746429,-122.8862506,40535,390
US,37.55862499,-120.9970722,84433,1118
US,39.03417539,-121.6945899,13697,165
US,40.12570935,-122.2370171,9100,102
US,40.64917670000001,-123.114713,846,11
US,36.22026558,-118.8020203,78060,942
US,38.02644018,-119.9525093,6651,89
US,,,153,0
US,34.44465746,-119.0910613,100144,1160
US,38.68278902,-121.9018288,19993,247
US,39.26255932,-121.3535644,9842,69
US,39.87432092,-104.3362578,72496,811
US,37.57250606,-105.7885451,2278,43
US,39.64977461,-104.3353617,76125,820
US,37.19474156,-107.0476867,1397,4
US,37.31940883,-102.5603223,407,5
US,37.95474293,-103.0720195,1641,23
US,40.09313619,-105.3546767,29466,248
US,39.95998787,-105.0566324,6380,79
US,38.74745778,-106.19265729999998,2148,30
US,38.82777431,-102.6032558,163,7
US,39.68864463,-105.6463118,735,5
US,37.201606,-106.19174879999998,937,32
US,37.27732493,-105.4276548,353,9
US,38.32608609,-103.7844965,2332,20
US,38.10883162,-105.3683478,333,6
US,38.86246243,-107.8631342,3641,80
US,39.76018276,-104.8725695,87991,920
US,37.75208676,-108.5211585,221,2
US,39.33133796,-104.930001,38497,285
US,39.62754308,-106.6933637,8058,31
US,38.83240149,-104.5251411,95581,1047
US,39.28656773,-104.1358721,2546,21
US,38.47362326,-105.4399667,7885,82
US,39.59921777,-107.902708,7526,60
US,39.85646523,-105.5252597,410,3
US,40.10603347,-106.1178042,2078,10
US,38.66611652,-107.0320729,1785,9
US,37.82247444,-107.3004345,54,0
US,37.68473101,-104.9612585,593,19
US,40.66593870000001,-106.3408905,100,0
US,39.58635604,-105.2517692,59947,886
US,38.43260896,-102.7392145,130,4
US,39.30497777,-102.6022199,900,14
US,37.28632032,-107.8429014,5481,52
US,39.20278823,-106.3555697,973,1
US,40.66671597,-105.4625784,36692,288
US,37.3153406,-104.0376458,1705,21
US,38.98749519,-103.5136649,1263,6
US,40.7249637,-103.110817,4527,79
US,39.01787888,-108.469799,22574,306
US,37.66954283,-106.9281698,123,1
US,40.61810999,-108.2070876,1844,36
US,37.33859579,-108.5958857,2851,34
US,38.40214114,-108.26390220000002,4956,78
US,40.26279810000001,-103.8093302,3220,98
US,37.9014485,-103.7173385,2429,76
US,38.14717457,-107.7675136,407,5
US,,,0,0
US,39.120926,-105.7182065,1287,7
US,40.59414277,-102.3577703,489,14
US,39.21720112,-106.9310027,3058,5
US,37.95544985,-102.3926052,1531,27
US,38.17359144,-104.5127437,23473,467
US,39.97913541,-108.2179009,895,8
US,37.5836865,-106.3847838,1368,21
US,40.48596505,-106.9905548,3203,22
US,38.08054629,-106.282466,624,8
US,37.76248981,-107.67632890000002,94,1
US,38.00450883,-108.4020725,1147,3
US,40.87595412,-102.3519227,283,4
US,39.63803232,-106.1150762,4653,10
US,38.88133511,-105.1614893,2613,25
US,,,96,0
US,39.97015535,-103.202587,577,15
US,40.55499405,-104.3929621,43637,416
US,40.00346839,-102.4258673,1142,18
US,41.26809896,-73.3881171,111001,2289
US,41.80283011,-72.73103891,96358,2556
US,41.7937534,-73.2451475,16682,316
US,41.45949668,-72.53714864,14599,389
US,41.4080325,-72.93620426,103448,2213
US,41.48896435,-72.10430976,26746,486
US,41.85853803,-72.3308481,11057,196
US,,,1340,11
US,41.82972709,-71.98182316,12777,211
US,39.08646628,-75.56884914,24764,415
US,39.57992638,-75.64054974,78856,981
US,38.66143781,-75.39031349,33967,601
US,,,371,0
US,,,49,0
US,38.90417773,-77.01655992,62702,1182
US,29.67866525,-82.35928158,39174,285
US,30.33060121,-82.28467476,5967,62
US,30.26548745,-85.62122584,32283,394
US,29.95079741,-82.16611613,5316,58
US,28.29409504,-80.73091022,80502,914
US,26.15184651,-80.48725556,355259,3079
US,30.40666734,-85.19394153,2994,45
US,26.90131002,-81.92949121,23011,437
US,28.84804315,-82.47614748,20265,463
US,29.98319144,-81.85609986,33533,352
US,26.11091986,-81.34687065,57575,551
US,30.22509788,-82.62160164,14821,170
US,27.18677893,-81.80941373,6843,97
US,29.60631086,-83.15724673,2922,24
US,30.33225875,-81.66976468,164520,1483
US,30.67652764,-87.37284571,56768,706
US,29.45933576,-81.31508595,14286,114
US,29.83791238,-84.82731662,2252,20
US,30.57796289,-84.61915825,8575,99
US,29.72856978,-82.79880657,3116,44
US,26.95635849,-81.18996211,1409,19
US,29.93543004,-85.24270990000002,2979,45
US,30.49673973,-82.94998918,2706,25
US,27.49293939,-81.80956574,6018,45
US,26.55386945,-81.16469006,7905,87
US,28.55364461,-82.42700204,28317,482
US,27.34254618,-81.34071957,15814,366
US,27.9276559,-82.32013172,238897,1832
US,30.86747479,-85.81319222,3812,49
US,27.69308961,-80.60556721,22067,306
US,30.7954597,-85.21500423,10075,158
US,30.43669112,-83.89442308,2461,28
US,29.98484137,-83.18166636,2175,26
US,28.76202069,-81.7125123,54040,663
US,26.58410348,-81.88399313,125761,1009
US,30.45955727,-84.27491114,50869,332
US,29.31829741,-82.74007147,6902,56
US,30.23766008,-84.8829258,1803,16
US,30.44396917,-83.47398594,3582,45
US,27.47196942,-82.31831044,64912,689
US,29.21227113,-82.05803627,56188,996
US,27.0772071,-80.43109784,20089,335
US,25.6112362,-80.55170587,672126,6472
US,25.20904673,-81.07812416,10745,52
US,30.61037141,-81.80297522,15321,127
US,30.69143028,-86.59267105,34241,367
US,27.386336199999995,-80.88944347,7411,89
US,28.51367621,-81.31799498,227228,1310
US,28.06312234,-81.14882926,71408,529
US,26.64676272,-80.46536002,224493,2883
US,28.30810945,-82.40227529,78606,802
US,27.93130349,-82.72239666,134669,1671
US,27.95027105,-81.69732947,127305,1387
US,29.60779729,-81.74230285,12652,160
US,30.69341450000001,-87.02458128,32260,291
US,27.18546175,-82.33174248,56193,844
US,28.7158582,-81.24060348,61474,516
US,29.90096506,-81.43589967,40387,221
US,27.37763908,-80.47106649,47362,657
US,28.70181754,-82.0794267,14389,284
US,30.19746066,-82.99099670000003,9144,140
US,30.04848048,-83.60445406,4546,48
US,,,2961,19694
US,30.04412971,-82.37497443,3050,74
US,29.05858895,-81.18263252,75012,846
US,30.16548905,-84.39895211,6340,56
US,30.64204028,-86.16935664,12663,89
US,30.61359259,-85.66002461,4541,52
US,31.74847232,-82.28909114,3401,96
US,31.29633502,-82.87545866,1538,29
US,31.55456473,-82.45936528,2454,54
US,31.32669878,-84.44218806,366,14
US,33.06882326,-83.24701748,6567,174
US,34.35607081,-83.49644388,2678,59
US,33.99148694,-83.71436292,14345,185
US,34.23732119,-84.83887523,20036,321
US,31.76095874,-83.22145359,3167,97
US,31.27590016,-83.22529920000002,3445,60
US,32.80904227,-83.70489165,25038,596
US,32.43829035,-83.33035166,2271,66
US,31.19576557,-81.97743999,3071,80
US,30.83922642,-83.58303423,2395,65
US,32.00979311,-81.44002948,6183,60
US,32.39577406,-81.74811421,11084,183
US,33.05917989,-81.99928721,3692,77
US,33.283094500000004,-83.95435040000002,4580,105
US,31.53169785,-84.62725131,820,20
US,30.92951916,-81.66601818,7735,89
US,32.40209349,-82.07702563,1549,81
US,33.58138199,-85.07976677,16159,291
US,34.89872298,-85.13757014,9197,93
US,30.78371028,-82.13951596,2193,53
US,32.00043026,-81.12489526,37909,641
US,32.34341231,-84.78809239,5588,17
US,34.47197698,-85.34535662,4452,98
US,34.24393976,-84.47431861,42681,426
US,33.95436462,-83.37124007,19763,170
US,31.62221166,-84.97713865,311,4
US,33.54187245,-84.35594188,38422,671
US,30.91395822,-82.70432472,1442,35
US,33.94243204,-84.5761255,107110,1323
US,31.54892966,-82.85492059999999,7704,211
US,31.18810588,-83.7677946,7294,171
US,33.54534185,-82.263524,24329,273
US,31.16068491,-83.42947229,3569,58
US,33.35334302,-84.76129976,20398,322
US,32.71391813,-83.98061238,1106,38
US,31.92289565,-83.76811843,3102,106
US,34.854916700000004,-85.50490424,2087,19
US,34.44244079,-84.16964071,4566,65
US,33.76944049,-84.22396017,89474,1243
US,30.87967778,-84.57619536,4708,95
US,32.17265114,-83.16948926,3546,122
US,32.15630737,-83.79746561,1627,54
US,31.53328528,-84.21722377,12144,388
US,33.70291126,-84.77026156,21856,274
US,31.32155345,-84.90255207,1807,57
US,30.71101099,-82.89687287,712,11
US,32.36616021,-81.34280942,8685,150
US,34.11302332,-82.83936148,3148,83
US,32.59221302,-82.30239915,4370,114
US,32.15328841,-81.8870105,1588,50
US,34.86430205,-84.316964,3676,100
US,33.41357794,-84.49089434,12887,217
US,34.26268279,-85.21577392,17924,335
US,34.22604035,-84.12315129999998,32981,250
US,34.37525597,-83.23159927,3860,76
US,33.79216944,-84.46319413,129663,1674
US,34.69316688,-84.45802506,4503,125
US,33.22879932,-82.61297636,406,20
US,31.23279254,-81.53811412,15183,322
US,34.50487351,-84.87296253,11053,183
US,30.87454847,-84.23418364,3545,85
US,33.5769205,-83.17139104,2636,69
US,33.96044201,-84.02137802,130247,1374
US,34.63331566,-83.53094677,7171,190
US,34.32207823,-83.81896936,36996,601
US,33.2721566,-82.99766919,1118,80
US,33.79602175,-85.21005667,3725,109
US,32.73709786,-84.90538572,3636,80
US,34.34626973,-82.96567682,3431,63
US,33.29686567,-85.12886832,1456,32
US,33.4533428,-84.14814659999998,37270,463
US,32.45802497,-83.66879087,24572,353
US,31.60213036,-83.27501387,1408,35
US,34.13794553,-83.56814788,14423,197
US,33.31535543,-83.68844964,2092,55
US,31.80405727,-82.63724870000001,2893,56
US,33.05867328,-82.41609057,2623,81
US,32.79248718,-81.96040187,1181,53
US,32.70211082,-82.66166794,1529,58
US,33.02512137,-83.56019163,3373,86
US,33.07841647,-84.14263877,3354,84
US,31.03828570000001,-83.06472457,1448,15
US,32.46325233,-82.92221316,8947,230
US,31.779330600000005,-84.14324253,4582,78
US,31.82588896,-81.49251135,7360,100
US,33.79201475,-82.45024131,1157,32
US,31.75218791,-81.74952375,1677,21
US,30.83568832,-83.27056716,20953,294
US,34.57286511,-84.00425681,4699,95
US,32.35207048,-84.04234127,1303,40
US,34.12920917,-83.21218732,4865,67
US,32.3483402,-84.52733571,948,35
US,33.47851918,-82.48252774,3450,69
US,31.49683595,-81.40163426,1691,28
US,33.04163534,-84.68859732,2930,104
US,31.16568912,-84.73151117,1183,20
US,31.22483255,-84.19381821,3286,97
US,33.014289,-83.92097166,4077,140
US,32.17201038,-82.53527476,1482,39
US,33.59232073,-83.49129491,3046,40
US,34.78897608,-84.74993177,7268,128
US,32.50931999,-84.87142262,23433,585
US,33.55514538,-83.84547140000002,15941,322
US,33.83749973,-83.43679568,5525,77
US,33.878629600000004,-83.08278123,2122,38
US,,,42737,927
US,33.91969522,-84.86848792,24593,306
US,32.56934316,-83.82937,3984,92
US,34.46589159,-84.46406611,5420,108
US,31.35928155,-82.21598442,4177,100
US,33.09310242,-84.38790389,3747,65
US,34.00267074,-85.18677781,8317,143
US,32.23334561,-83.47549959999998,1485,56
US,33.32056115,-83.37552891,3167,76
US,31.86728114,-85.01773177,252,4
US,34.88389445,-83.40304637,2444,58
US,31.76622818,-84.75732369,984,40
US,33.35777107,-82.07026432,34378,637
US,33.65145002,-84.02202167,11148,225
US,32.2654021,-84.31258912,624,7
US,32.74976524,-81.60779441,1777,56
US,30.93464824,-84.86823924,1485,23
US,33.26310031,-84.28013991,10111,263
US,34.55151201,-83.29405315,4631,99
US,32.07996777,-84.83208037,1504,28
US,32.03650571,-84.19821492,4074,123
US,32.69642758,-84.53351366,721,24
US,33.56543317,-82.88136816,167,3
US,32.04785085,-82.05539188,3745,103
US,32.55792548,-84.25077141,1242,35
US,31.92829517,-82.93491155,2199,67
US,31.77527543,-84.44069698,1194,56
US,30.86392347,-83.91847289,7593,169
US,31.45743864,-83.5236119,8229,168
US,32.12059861,-82.32957247,5331,162
US,34.91369188,-83.74107459999998,1745,78
US,32.40422134,-82.56904553,1214,45
US,33.03349196,-85.02812115,10721,291
US,31.71612656,-83.62069378,1667,48
US,32.67435595,-83.43078662,1070,59
US,,,4606,8
US,34.82995757,-83.98967069,3477,113
US,32.87920671,-84.30024826,5347,160
US,34.73376362,-85.30165174,10855,131
US,33.78017694,-83.73552314,14729,324
US,31.05449097,-82.42224148,7217,236
US,33.41146451,-82.67795848,756,23
US,32.96711864,-82.79357039,3174,112
US,31.5521809,-81.91894878,5756,161
US,32.04066113,-84.54742852,248,6
US,32.12009104,-82.72574721,940,32
US,34.64624278,-83.74905525,4726,122
US,34.80987459,-84.96093476,22047,319
US,31.97496928,-83.43438555,1255,53
US,33.78290391,-82.74286107,1523,34
US,32.80291082,-83.17140684,1482,41
US,31.55162306,-83.85090513,3002,86
US,,,103,3
US,13.4443,144.7937,16276,214
US,19.60121157,-155.5210167,10492,105
US,21.45803166,-157.97121819999995,56517,635
US,22.03935037,-159.5966786,2427,8
US,20.86399628,-156.56890969999995,9657,92
US,,,2521,5
US,,,0,0
US,43.4526575,-116.24155159999998,74897,689
US,44.89333571,-116.4545247,472,7
US,42.67002716,-112.2233311,12358,158
US,42.28269683,-111.32892379999998,618,12
US,47.21754179,-116.6586851,1092,17
US,43.21672879999999,-112.3978437,6275,102
US,43.4085812,-113.9752658,2864,22
US,43.98829931,-115.7309284,679,8
US,48.29996017,-116.6017932,4903,78
US,43.38713372,-111.6161537,18631,200
US,48.76684761,-116.4630179,1278,23
US,43.72592209,-113.1735463,315,3
US,43.46665742,-114.8065892,106,1
US,43.61970148,-116.7095499,38480,458
US,42.77149116,-111.5597683,934,15
US,42.28347888,-113.6012409,3649,34
US,44.28496071,-112.3505704,77,0
US,46.67459924,-115.6622393,1572,25
US,44.24186819,-114.2855494,351,5
US,43.3507101,-115.4701578,3745,38
US,42.18332217,-111.8149666,1499,20
US,44.22800938,-111.4809943,1441,15
US,44.06482372,-116.398376,2585,53
US,42.96927962,-114.8108306,2152,37
US,45.84721541,-115.4634436,1972,29
US,43.82078483,-112.3131749,3781,39
US,42.68891267,-114.2655033,4071,42
US,47.67282258,-116.7020872,26216,339
US,46.81587887,-116.7113698,4278,26
US,44.9438088,-113.9309747,760,15
US,46.23315327,-116.434146,708,17
US,43.0012336,-114.1358773,642,12
US,43.78141028,-111.65384740000002,8301,36
US,42.85518524,-113.6357257,2990,40
US,46.32638236,-116.7500975,5851,90
US,42.19494279999999,-112.5407838,482,6
US,42.58016894,-116.1693871,1506,38
US,44.00545243,-116.7647695,3724,56
US,42.69254894,-112.83957420000002,930,12
US,47.35364087,-115.8916749,1790,56
US,43.75303583,-111.2056773,1552,5
US,42.35440512,-114.6685381,15018,193
US,,,1,0
US,44.76728382,-115.5676773,1370,10
US,44.45275475,-116.7847688,1744,41
US,39.98815591,-91.18786813,12983,151
US,37.18049267,-89.32910838,699,11
US,38.88829622,-89.43534887,2513,24
US,42.32359279,-88.82345779,7784,83
US,39.96209138,-90.75068024,1056,9
US,41.40385234,-89.5283051,4361,89
US,39.16840183,-90.66330078,676,2
US,42.06823429,-89.93395545,2332,38
US,39.96991073,-90.24734436,2623,29
US,40.13919438,-88.20046615,26580,192
US,39.54581621,-89.27780482,5150,82
US,39.33425789,-87.78705622,2626,39
US,38.75388572,-88.48914513,2537,51
US,38.60704876,-89.42385254,7017,101
US,39.51949084,-88.22358557,7735,119
US,41.84144849,-87.81658794,626475,11109
US,39.0032229,-87.75954624,3252,30
US,39.27432424,-88.2401158,1866,26
US,40.17514519,-88.90959682,2029,30
US,41.89373302,-88.76958483,11955,133
US,39.76768052,-88.21854195,3186,37
US,41.85116968,-88.08642662,106401,1372
US,39.6809186,-87.74759563,2491,48
US,38.41353228,-88.05720863,1013,17
US,39.05935711,-88.58969584,6482,97
US,39.00072038,-89.02452658,4237,61
US,40.59706922,-88.22350769,2402,58
US,37.99189086,-88.92567818,7200,108
US,40.47289135,-90.20862357,5107,72
US,37.76430935,-88.22953869,783,7
US,39.35907414,-90.388865,2033,40
US,41.28569601,-88.41905692,7239,84
US,38.08163641,-88.53883373,1322,22
US,40.40423981,-91.16313899,2695,35
US,37.51810645,-88.26873022,577,16
US,40.81908672,-90.92491462,690,14
US,41.3533994,-90.13296166,6496,76
US,40.74717633,-87.82466784,4128,76
US,37.78595185,-89.38232563,7984,93
US,39.01054275,-88.15437049,1589,21
US,38.29980057,-88.9240025,6373,139
US,39.08869046,-90.35393073,3322,53
US,42.36542373,-90.21094405,2128,28
US,37.45939802,-88.88165419,2226,31
US,41.93842729,-88.42861412,67368,865
US,41.13746989,-87.86205334,17567,241
US,41.59081014,-88.42869583,15948,110
US,40.93148779,-90.21330340000002,7057,169
US,41.34426129999999,-88.88633881,14836,282
US,42.3224907,-88.00367925,78886,1072
US,38.71987914,-87.72884035,3211,32
US,41.74583951,-89.29977132,4713,60
US,40.89188292,-88.55784752,5876,97
US,40.12581572,-89.36638784,4889,74
US,39.86064913,-88.96342505,15041,249
US,39.26119767,-89.92424028,6820,104
US,38.83042506,-89.90422563,39499,585
US,38.64963204,-88.91899208,6800,141
US,41.0327901,-89.34510444,1397,21
US,40.23917274,-89.91824452,2089,51
US,37.22078441,-88.71036614,2113,46
US,40.45674722,-90.67775541,3674,58
US,42.32451172,-88.45248227,34060,320
US,40.48996987,-88.84621113,22616,215
US,40.02742725,-89.80246001,1695,13
US,41.20596782,-90.74290052,1997,34
US,38.27594376,-90.17761038,5197,100
US,39.23198845,-89.47809254,4813,78
US,39.71654544,-90.20255104,4986,98
US,39.64187451,-88.62099969,2226,33
US,42.04165196,-89.32184679,7429,87
US,,,10,0
US,40.78702156,-89.76078901,26532,365
US,38.08510853,-89.36856219,4260,74
US,40.01360584,-88.59319339,1984,14
US,39.62265059,-90.8877017,2607,56
US,37.41391284,-88.56152109,535,5
US,37.22631423,-89.13085001,1028,11
US,41.2013541,-89.2869272,555,4
US,38.05095369,-89.82512254,5470,98
US,38.71240969,-88.08475366,2762,57
US,41.46613806,-90.57042164,18434,354
US,37.75332999,-88.54119706,4288,69
US,39.75836914,-89.65872023,25381,283
US,40.1571798,-90.61114163,1030,10
US,39.6429169,-90.47814431,706,6
US,39.39133527,-88.80611122,3341,45
