Country,Latitude,Longitude,Confirmed,Deaths
US,38.46996033,-89.93063427,35911,590
US,41.09309773,-89.79745866,799,27
US,42.35129217,-89.662598,5697,91
US,40.50716185,-89.51404662,20341,326
US,,,267,2433
US,37.47119609,-89.25548938,3020,47
US,40.18417171,-87.73384359,13930,195
US,38.44272901,-87.84922065,2143,18
US,40.84925021,-90.6147432,2395,65
US,38.35309213,-89.40982703,2106,28
US,38.42955355,-88.42586459,2923,60
US,38.08706198,-88.17657461,2747,33
US,41.75509713,-89.91556058,8168,178
US,41.44619267,-87.97862712,89720,1112
US,37.73033511,-88.92994027,11908,170
US,42.33641854,-89.16085327,40272,553
US,40.78579374,-89.20973757,5682,92
US,40.7457653,-84.93671406,4660,72
US,41.09194313,-85.06800636,56425,788
US,39.20744865,-85.89558181,11308,177
US,40.60626947,-87.31093999,1494,16
US,40.47388153,-85.32499702,1848,39
US,40.0509304,-86.46841646,8742,115
US,39.19605589,-86.22868909,1413,47
US,40.580783200000006,-86.56198812,2559,32
US,40.76135835,-86.34830753,7399,119
US,38.48015445,-85.70510334,18245,244
US,39.39561833,-87.11723506,4134,60
US,40.30319754,-86.47277257,5599,69
US,38.28814402,-86.44518825,1563,21
US,38.70186039,-87.07185406,4533,111
US,41.39804622,-84.99906934,6144,96
US,39.14647946,-84.97333539,8092,92
US,39.30712658,-85.50087166,4066,100
US,40.22787247,-85.39732772,14828,248
US,38.36597551,-86.87924170000002,8133,128
US,41.59761169,-85.85875695,35218,500
US,39.63684962,-85.17797541,3993,86
US,38.32117957,-85.90385377,10905,214
US,40.12361933,-87.24217689,3282,58
US,39.4142482,-85.06062647,2594,42
US,41.0469907,-86.26252745,3003,64
US,38.30393723,-87.58054938,6430,111
US,40.51587228,-85.65468702,9737,216
US,39.03630547,-86.96223202,4158,96
US,40.07306535,-86.05244729,45636,454
US,39.82304555,-85.77566351,11513,175
US,38.19467379,-86.10948271,6361,91
US,39.76719009,-86.51037283,23453,351
US,39.93029017,-85.39625719,8039,148
US,40.48527731,-86.11351892,14455,284
US,40.82907273,-85.48822092,6252,97
US,38.90915820000001,-86.03851889,6855,87
US,41.02078733,-87.11553319,5118,72
US,40.43781032,-85.00576229,2743,42
US,38.78576239,-85.43633383,5002,95
US,38.99588883,-85.62710784,3794,59
US,39.48994426,-86.10149107,24625,436
US,38.68861576,-87.4194665,6185,105
US,41.24521668,-85.86312322,11991,146
US,41.64232188,-85.42674232,3466,77
US,41.54366008,-86.74072188,14877,248
US,41.41874274,-87.38277575,65384,1139
US,38.84112637,-86.48361629,7325,167
US,40.16143691,-85.71964711,18309,401
US,39.78163624,-86.13826325,133459,2074
US,41.32467367,-86.26185087,7696,133
US,38.7099921,-86.80373186,1365,19
US,40.76940965,-86.04525048,5799,91
US,39.16130004,-86.52414358,15015,196
US,40.04034823,-86.89335024,6127,108
US,39.47899078,-86.44573375,9277,173
US,40.95610449,-87.39635768,1535,48
US,41.39672484,-85.41966713,7813,104
US,38.955305,-84.96515993,836,12
US,38.54118920000001,-86.49523093,2872,61
US,39.31145587,-86.83900724,3064,67
US,39.77202286,-87.20375833,2284,25
US,38.07809328,-86.63741946,2626,52
US,38.40112197,-87.23574907,2258,43
US,41.45986947,-87.06848888,22523,357
US,38.02097333,-87.86480429,3714,42
US,41.04166107,-86.69890683,1781,53
US,39.66437981,-86.84517605,5693,75
US,40.15734772,-85.01139319,3363,96
US,39.10235626,-85.26212744,4877,82
US,39.62002287,-85.4655599,2537,32
US,38.68672078,-85.74627859,4307,68
US,39.52305623,-85.79158570000001,7004,113
US,38.01519732,-87.0079644,3343,41
US,41.61756781,-86.29040834,43643,602
US,41.27890281,-86.64686895,3068,67
US,41.64423868,-85.00101094,5401,70
US,39.08952258,-87.41414469,3238,52
US,38.82767338,-85.03022429,1327,11
US,40.38872739,-86.89413959,27528,254
US,40.31123252,-86.05234925,2235,57
US,,,0,520
US,39.62550777,-84.92497066,1049,15
US,38.02658833,-87.58763124,31623,470
US,39.8523352,-87.46160542,2516,54
US,39.42944561,-87.39169027,17095,296
US,40.84704239,-85.79328272,5166,100
US,40.34728141,-87.35602659,1187,16
US,38.08922676,-87.2716085,11104,186
US,38.60219804,-86.1049363,3485,48
US,39.8633444,-85.01044989,10705,244
US,40.72934187,-85.22132966,4120,86
US,40.74911165,-86.86492015,4101,60
US,41.13863784,-85.50791236,5517,54
US,41.33075609,-94.47105874,1009,34
US,41.02903567,-94.69932645,481,4
US,43.28383218,-91.37860922,1892,52
US,40.74324454,-92.86865906,1711,50
US,41.6844628,-94.90581859,631,14
US,42.08011739,-92.06463573,3447,56
US,42.4704581,-92.30524729,19873,345
US,42.03657094,-93.9313999,3378,36
US,42.77461496,-92.31795937,3469,66
US,42.4709188,-91.83510825,2651,39
US,42.73545875,-95.15100162,4866,43
US,42.73172833,-92.79015971,2000,37
US,42.38521079,-94.64046046,1825,13
US,42.03617207,-94.86032705,3384,53
US,41.33149454,-94.92792482,1821,56
US,41.77233777,-91.13246684,2393,25
US,43.08177563,-93.2612239,6693,107
US,42.73538914,-95.62389402,1896,41
US,43.06001295,-92.31773347,1523,18
US,41.02868181,-93.78499767,1383,27
US,43.08247182,-95.15096481,2710,29
US,42.84443388,-91.34133693,2067,58
US,41.89981633,-90.53275096,6659,99
US,42.03718237,-95.3819718,3346,45
US,41.68560356,-94.04127625,13672,102
US,40.74773536,-92.41005468,1123,25
US,40.73742757,-93.78645949,795,12
US,42.47104597,-91.3664492,2498,44
US,40.92012606,-91.18326592,6463,88
US,43.37787725,-95.1510206,2914,51
US,42.46815349,-90.88181925,15262,226
US,43.37782951,-94.67858943,1604,42
US,42.86271799,-91.8441231,2466,47
US,43.06000529999999,-92.78940097,2098,43
US,42.73270384,-93.26256925,1601,26
US,40.74542720000001,-95.60129045,810,11
US,42.03614551,-94.39658081,1116,12
US,42.40183723,-92.78829551,1650,37
US,41.68378965,-94.50111014,1491,33
US,42.38382428,-93.70197703,2262,53
US,43.08178477,-93.73454884,1812,39
US,42.38353877,-93.23654611,2603,48
US,41.68330137,-95.81558439,2131,77
US,40.98767962,-91.54436349,3713,42
US,43.35671042,-92.31702714,1217,22
US,42.7764426,-94.20722537,1593,26
US,42.38696136,-95.51355387,1145,40
US,41.68630265,-92.0643373,1995,27
US,42.17178824,-90.57354837,2651,45
US,41.68576082,-93.05567785,5598,76
US,41.03192394,-91.94849466,1929,38
US,41.67169354,-91.58754744,17613,98
US,42.12118609,-91.13139641,3570,59
US,41.33649833,-92.1785067,1345,34
US,43.20405458,-94.20691791,2656,72
US,40.64181461,-91.48183025,5533,86
US,42.07923082,-91.59809485,28135,375
US,41.21842119,-91.26102611,1677,51
US,41.02958964,-93.32780803,1088,24
US,43.38107862,-96.20926845,1874,41
US,41.33081904,-94.01554631,2099,23
US,41.33521503,-92.64083907,3047,56
US,41.33445101,-93.09934783,4888,89
US,42.03586837,-92.9990819,6247,83
US,41.03299766,-95.61920963,1940,26
US,43.35638371,-92.78887719,1580,43
US,42.05220391,-95.95743843,1051,35
US,41.02988815,-92.8690667,1287,34
US,41.03018714,-95.15642896,1361,41
US,41.48370744,-91.1121697,6224,113
US,43.08310673,-95.62474482,2193,63
US,43.37824276,-95.62422844,887,17
US,40.7393172,-95.1497813,2381,24
US,43.08193849,-94.67824621,1393,30
US,42.737633,-96.21366621,4540,87
US,42.73420133,-94.67862564,1067,23
US,41.68679484,-93.57767461,72521,709
US,41.33640314,-95.53907776,13841,192
US,41.68625425,-92.53155731,2026,39
US,40.73518949,-94.24368535,654,27
US,42.38624071,-95.10547892,1535,23
US,41.63935978,-90.61959493,24169,270
US,41.6850066,-95.31015553,1692,39
US,43.08221074,-96.1767568,5568,76
US,42.03621213,-93.46499005,12590,48
US,42.07991767,-92.53266945,2585,75
US,40.73710579,-94.69778563,770,12
US,,,12,3
US,41.0277278,-94.24234847,1569,37
US,40.75326764,-91.95017958,810,21
US,41.03064984,-92.40954728,5649,134
US,41.33559454,-93.56007641,7425,96
US,41.33577126,-91.71725711,3551,55
US,40.73969028,-93.32752197,708,24
US,42.42853483,-94.17987389,6794,106
US,43.37751174,-93.73407298,1825,32
US,43.29094334,-91.84422722,2272,37
US,42.38979414,-96.0459439,18415,241
US,43.37750768,-93.26087602,1029,8
US,42.73305373,-93.73515113,2346,44
US,37.88582951,-95.30030847,1820,25
US,38.21413251,-95.29272815,1081,21
US,39.53185661,-95.30870026,2303,24
US,37.2288586,-98.68460053,479,7
US,38.47889676,-98.75636726,3709,56
US,37.85508555,-94.84865997,2396,41
US,39.82652589,-95.56421698,1501,40
US,37.78134351,-96.83878537,10566,121
US,38.30292938,-96.59563862,327,4
US,37.14994405,-96.2454192,478,8
US,37.16928494,-94.8462897,3555,77
US,39.78580976,-101.7318201,422,13
US,37.23577007,-99.81883015,318,7
US,39.34948772,-97.16518128,1183,31
US,39.48028352,-97.64925343,1254,26
US,38.2365018,-95.73379515,1142,26
US,37.19114520000001,-99.27113247,221,11
US,37.23781842,-96.83776647,5416,124
US,37.50675523,-94.85245778,6632,102
US,39.78468441,-100.4594081,327,13
US,38.86600962,-97.15532383,2749,60
US,39.79067154,-95.14056866,1345,27
US,38.88503636,-95.2925121,12145,100
US,37.88735543,-99.31263309,332,12
US,37.45338105,-96.24369667,271,6
US,38.91458712,-99.31751551,4439,76
US,38.69677695,-98.20462799,1359,28
US,38.04340344,-100.7381938,7187,80
US,37.69200114,-99.88825298,6991,89
US,38.56443815,-95.28644341,3699,54
US,38.99871131,-96.7577178,4636,54
US,38.91588178,-100.4829321,456,22
US,39.34987223,-99.88332493,318,10
US,37.56227336,-101.3079758,1172,27
US,37.73836671,-100.4369088,805,15
US,38.4808095,-101.8061079,143,2
US,37.8774388,-96.23250453,954,14
US,37.99978709,-101.7921066,266,1
US,37.19175361,-98.07578384,885,19
US,38.04293782,-97.42747573,4797,79
US,37.5620394,-100.8710738,528,8
US,38.08780079,-99.89829881,229,10
US,39.41673394,-95.79356799,1918,19
US,39.2347941,-95.38289232,2515,46
US,39.78470589,-98.21820662,375,8
US,38.88548175,-94.82250877,76202,911
US,38.00017981,-101.321681,705,12
US,37.55909527,-98.13638678,1070,20
US,37.55848695,-99.2856537,334,4
US,37.19113093,-95.29849679,3457,59
US,38.48119447,-100.4660754,164,7
US,39.20183497,-95.03620809,10112,119
US,39.04549684,-98.20756994,330,5
US,38.21267844,-94.84254089,1554,15
US,38.91735806,-101.148475,392,8
US,38.45576156,-96.15275715,5313,91
US,38.35855394,-97.0985251,1516,27
US,39.78359669,-96.52278974,1414,28
US,38.39184858,-97.64769869,4264,93
US,37.23859987,-100.364831,636,15
US,38.56383358,-94.83832189,4221,59
US,39.39331582,-98.20906732,730,17
US,37.19236568,-95.74329258,5266,106
US,38.68827511,-96.65128437,753,23
US,37.19141121,-101.79925190000002,329,9
US,39.78345387,-96.01392079,1861,56
US,37.55862897,-95.30670046,2486,49
US,38.47974157,-99.91547333,479,17
US,39.78443827,-99.90286639,1372,30
US,38.65235984,-95.72707998,1926,35
US,39.3503437,-98.76753828,386,14
US,39.13237408,-97.65020313,690,15
US,,,0,0
US,38.18108732,-99.23692334,1409,15
US,39.78465501,-99.34668865,816,26
US,39.37925655,-96.34564657,2728,42
US,37.64780729,-98.73922153,1173,26
US,39.78525843,-101.0761617,397,7
US,37.95230263,-98.08607292,10909,163
US,39.82799632,-97.65036709,863,14
US,38.34616184,-98.19992118,1415,15
US,39.28935726,-96.73420026,7920,59
US,39.35022773,-99.32484567,763,11
US,38.52275276,-99.30863983,494,15
US,38.91462787,-98.76254297,1050,33
US,38.78369175,-97.65185177,8101,173
US,38.48222076,-100.9066539,706,27
US,37.6842718,-97.4608198,78693,953
US,37.19324632,-100.8507201,4522,45
US,39.04100763,-95.7557264,25042,444
US,39.35018161,-100.4418259,477,14
US,39.35147699,-101.7197624,765,13
US,39.78516566,-98.78566062,368,3
US,38.03100851,-98.71762001,544,14
US,37.56304714,-101.7843534,270,6
US,37.1923008,-101.3118967,723,12
US,37.23682549,-97.47721621,3110,59
US,39.35107575,-101.0553705,1332,21
US,38.91467218,-99.87284448,472,8
US,,,0,0
US,38.95471985,-96.20350509,887,18
US,38.91686134,-101.7638876,225,4
US,39.78420784,-97.0875323,739,15
US,38.48178252,-101.3471509,264,6
US,37.55937174,-95.74323255,1440,33
US,37.8865336,-95.74006277,378,9
US,39.11727348,-94.76378225,27555,355
US,37.10459774,-85.28129668,3079,68
US,36.75197631,-86.19457544,3673,62
US,38.00671029,-84.99171713,3146,40
US,37.05842757,-88.99427697,644,19
US,36.96469836,-85.93338945,7743,131
US,38.14735938,-83.74588932,1522,28
US,36.73355174,-83.67766671,5683,90
US,38.97065142,-84.72615357,19509,181
US,38.2054607,-84.21827874,3048,32
US,38.36176608,-82.68652187,8043,97
US,37.62680923,-84.8633779,5219,80
US,38.69158994,-84.08532444,1053,8
US,37.52333168,-83.31959161,1944,24
US,37.77377239,-86.42885017,2595,28
US,37.97162523,-85.68955617,11647,114
US,37.20946153,-86.68748787,2275,32
US,37.14749129,-87.86948214,2219,46
US,36.62093411,-88.2731593,5060,60
US,38.94384345,-84.37875208,11995,91
US,36.85372876,-88.96692220000001,609,11
US,38.66599534,-85.12601074,1795,23
US,38.31690743,-83.05092385,4426,56
US,37.32533118,-84.92726209,2552,48
US,36.89267803,-87.49055367,10004,125
US,37.9689263,-84.14615986,5034,36
US,37.16451126,-83.712575,5045,56
US,36.72581156,-85.13377529,1951,32
US,37.35839237,-88.08826090000002,1126,35
US,36.78926125,-85.39050034,1068,15
US,37.73028906,-87.09019479999998,16426,251
US,37.21218923,-86.23955613,1496,28
US,38.11624059,-83.09771563,1284,7
US,37.69241417,-83.95956369,2147,12
US,38.0368225,-84.45576892,50443,380
US,38.36758311,-83.69657514,2071,32
US,37.56213922,-82.74750924,6793,109
US,38.2379395,-84.87962551,6706,75
US,36.55238827,-89.20140068,721,16
US,38.75398691,-84.8558382,1187,37
US,37.6388668,-84.53289319,2693,43
US,38.64962758,-84.62415957,3888,30
US,36.72292505,-88.65143315,7067,120
US,37.46231118,-86.34248968,4503,79
US,37.26484328,-85.5540745,2163,25
US,38.54332505,-82.9215658,6110,77
US,37.83766422,-86.78280584,1350,16
US,37.6976111,-85.96319251,17425,239
US,36.85699301,-83.21899516,5205,121
US,38.44188174,-84.32869741,3117,30
US,37.29943898,-85.88461055,3409,61
US,37.79344553,-87.57392021,7783,98
US,38.44942688,-85.11587507,2468,24
US,36.67948079999999,-88.97875928,538,19
US,37.30939025,-87.54670406,7755,189
US,37.41866422,-83.99825483,2497,48
US,38.18664655,-85.65931031,116038,1545
US,37.87119786,-84.58252003,7834,89
US,37.85106355,-82.8264322,3615,46
US,38.93950319,-84.53241199,22878,242
US,37.35388197,-82.94981134,2328,36
US,36.89225732,-83.85403396,7027,51
US,37.54567114,-85.70138352,2335,41
US,37.10975748,-84.11321779,12672,111
US,38.07136018,-82.72882223,2498,37
US,37.59645942,-83.71513901,1694,30
US,37.09246661,-83.37999606,2104,18
US,37.12306748,-82.85346474,3710,65
US,38.53184419,-83.37735618,2409,55
US,37.45475628,-84.6565327,4147,80
US,37.21137452,-88.34797529,1343,40
US,36.85949479,-86.877635,4955,79
US,37.02080035,-88.07886257,1903,26
US,37.71659336,-84.27220275,15339,144
US,37.70820545,-83.0657714,2126,20
US,37.55218078,-85.26898542,3788,40
US,36.88007070000001,-88.32803576,4915,76
US,37.79990579,-82.51247478,1823,35
US,38.59471935,-83.82151043,2469,60
US,37.05350953,-88.70445755,9785,167
US,36.73874143,-84.48102924,3243,45
US,37.5301951,-87.26803443,1411,38
US,37.96163597,-86.21028219,3392,34
US,37.94090733,-83.59985712,810,21
US,37.81474237,-84.87488475,4289,70
US,36.99459295,-85.63123699,1849,38
US,36.71225341,-85.71596443,2207,57
US,38.03253032,-83.9145241,4330,50
US,37.92465657,-83.25558245,2805,6
US,37.21425819,-87.14632053,5396,85
US,37.80335779,-85.4657193,8062,77
US,38.33342292,-84.01889177,1101,15
US,37.47751843,-86.85368087,4212,76
US,38.39791089,-85.448222,9872,91
US,38.51679143,-84.82404619,1315,22
US,37.42823949,-83.68811419,943,16
US,38.69607718,-84.35599463,1941,14
US,37.25023553,-83.22922731,5893,87
US,37.47088263,-82.39487445,10235,159
US,37.83218794,-83.82553961,2385,21
US,37.10466131,-84.57629079,9947,163
US,38.51923469,-84.05055616,327,16
US,37.36642393,-84.31176452,3065,28
US,38.19484205,-83.42088935,3359,26
US,36.99308373,-85.06070117,3368,54
US,38.29622293,-84.5816631,7918,43
US,38.21476019,-85.194223,6817,101
US,36.74058474,-86.58047435,3114,50
US,38.03223971,-85.32749335,2751,31
US,37.3677562,-85.3329931,5180,72
US,36.8381152,-87.17878374,1654,30
US,36.80767017,-87.87333656,1937,21
US,38.61056487,-85.33775972,1149,11
US,,,9,0
US,37.66166713,-87.94300009,2439,29
US,36.99903045,-86.42672751,25065,236
US,37.75599461,-85.17407732,2267,44
US,36.80310688,-84.8251971,2855,54
US,37.52168356,-87.67989953,2404,34
US,36.75700531,-84.14541217,8466,82
US,37.73941626,-83.49303612,1153,10
US,38.04178222,-84.7417556,3282,26
US,30.2950649,-92.41419698,10337,247
US,30.65385745,-92.82442028,4665,110
US,30.20406249,-90.91328409999998,21553,233
US,29.89946234,-91.06461642,3603,57
US,31.07796211,-92.00079449,7011,175
US,30.64836518,-93.34173616,6001,122
US,32.34569994,-93.05398492,2462,95
US,32.67932307,-93.60460152,21432,390
US,32.57991587,-93.88375652,38870,931
US,30.22931235,-93.35400434,33914,595
US,32.0902519,-92.11752148,2195,38
US,29.87592238,-93.19310676,856,8
US,31.66778967,-91.84526385,1770,48
US,32.82308512,-92.99526883,1993,62
US,31.44817835,-91.63814433,3166,76
US,32.05457447,-93.74130302,4683,107
US,30.53842039,-91.09777565,63107,1140
US,32.73926954,-91.23425694,1565,30
US,30.84425359,-91.04976723,4455,142
US,30.72985248,-92.39915924,5693,138
US,32.13675181,-91.67589857,4591,136
US,31.59882456,-92.56124347,3776,77
US,29.86803617,-91.75871777,12331,222
US,30.25734305,-91.3499598,5765,122
US,32.30251776,-92.55692092,2739,63
US,29.74075478,-90.11115756,68939,1143
US,30.26896765,-92.81210004,4658,122
US,31.67884782,-92.15907765,2691,45
US,30.2049055,-92.06959876,38225,396
US,29.52470226,-90.40976986,17691,301
US,32.6003154,-92.6659741,6957,115
US,30.44143993,-90.73061664,24218,367
US,32.36918118,-91.23973355,2204,52
US,32.81686191,-91.80421614,4411,114
US,31.72321584,-93.09816516,6507,131
US,30.06971951,-89.92660315,46274,980
US,32.47645559,-92.15704172,31009,575
US,,,0,0
US,29.42245447,-89.60322085,3787,38
US,30.71409502,-91.60209535,3816,82
US,31.19778499,-92.52997303,20937,452
US,32.09530039,-93.34213308,1393,46
US,32.41391005,-91.76634876,4248,76
US,31.56388699,-93.55433981,4449,85
US,29.87761636,-89.51887093,6815,96
US,29.90709658,-90.35555967,8784,123
US,30.82210324,-90.71013176,1258,18
US,30.02531716,-90.80212061,3427,70
US,30.12597499,-90.4753503,6248,163
US,30.59724262,-92.00135806,13868,341
US,30.13112107,-91.61403569,8281,160
US,29.69262097,-91.44702164,8466,213
US,30.40942847,-89.95642711,43076,703
US,30.62888673,-90.40664996,22481,492
US,32.00760749,-91.32915234,509,8
US,29.37343766,-90.82626855,19212,325
US,,,570,0
US,32.83121059,-92.3749373,3930,103
US,29.83517605,-92.30292538,10061,183
US,31.10884837,-93.18153838,6153,158
US,30.85288548,-90.03866652,7881,205
US,32.70847669,-93.33121835,6457,144
US,30.46058217,-91.30989571,4346,71
US,32.78550125,-91.461201,1922,47
US,30.87882871,-91.4148538,1506,39
US,31.94449367,-92.63789413,2595,58
US,44.1664747,-70.20380627,10099,96
US,46.65926321,-68.59841248,3521,79
US,43.8370751,-70.37226999,20859,221
US,44.97330019,-70.44381045,1995,19
US,44.59816444,-68.38401854,2474,47
US,44.40759555,-69.76738544,9055,98
US,44.11486325,-69.10529169,1739,12
US,44.05996956,-69.54227124,1665,5
US,,,0,0
US,44.49952995,-70.75682123,4648,74
US,45.40194593,-68.65020455,11258,163
US,45.83839062,-69.2860223,1210,10
US,43.95415864,-69.85074999,1840,12
US,45.51229767,-69.95995554,3814,41
US,,,2,0
US,44.4858305,-69.12061935,2169,31
US,45.01607142,-67.62813524,1602,20
US,43.47808377,-70.71052375,16991,147
US,39.62357628,-78.69280486,9373,238
US,39.00670238,-76.60329337,51608,748
US,39.45784712,-76.62911955,75013,1799
US,39.30211911,-76.61151012,60287,1317
US,38.53961642,-76.56820632,5458,100
US,38.87172293,-75.82904158,3025,41
US,39.56453592,-77.02373735,11416,284
US,39.56647682,-75.94627411,8347,170
US,38.51092331,-76.98580666,14099,249
US,38.45413522,-76.02752426,3958,77
US,39.47296601,-77.39999394,23546,368
US,39.52786077,-79.27355126,2903,74
US,39.55010644,-76.30775940000002,19938,342
US,39.25305293,-76.93126208,22249,273
US,39.24976208,-76.04741541,1633,54
US,39.13676329,-77.20358245,81005,1688
US,38.83070039,-76.8496441,98159,1689
US,39.06198912,-76.03530977,3733,66
US,38.1163542,-75.75118623,3225,48
US,38.30058422,-76.60629279999998,9274,154
US,38.76618159,-76.10882561,2732,51
US,,,0,76
US,39.60835778,-77.82002295,18586,371
US,38.37301947,-75.62705831,10616,209
US,38.21274277,-75.33200012,4845,114
US,41.72980578,-70.28854339,17060,509
US,42.37428441,-73.20524838,8278,315
US,41.79228404,-71.10872211,78542,1846
US,41.40674725,-70.68763497,3712,7
US,42.6687626,-70.94687179,109928,2479
US,42.58119713,-72.58602547,3291,121
US,42.13440424,-72.63235561,63630,1636
US,42.33997957,-72.65898478,11321,317
US,42.48607732,-71.39049229,154477,3889
US,42.16073095,-71.20530408,62712,1849
US,41.94070556,-70.80802823,57385,1503
US,42.3279514,-71.07850442,105356,1901
US,,,55997,6
US,42.35026951,-71.90493363,91796,2368
US,44.6846864,-83.59507875,998,39
US,46.41292944,-86.60260122,802,8
US,42.59147037,-85.89102866,13859,180
US,45.03477666,-83.62212411,2885,69
US,44.99690221,-85.15503082,2178,35
US,44.0636262,-83.89277559,1591,32
US,46.6720582,-88.36363591,1028,45
US,42.59513984,-85.30834519,7322,78
US,43.70639106,-83.98731479,13837,376
US,44.63899297,-86.01608482,1568,38
US,41.95447397,-86.41313079999998,18585,322
US,41.91600556,-85.05929476,6181,111
US,42.24633834,-85.00493569,17799,341
US,41.91522292,-85.99405727,6805,87
US,45.37790017,-85.19614053,2318,31
US,45.44787015,-84.50122149,2628,62
US,46.29552653,-84.54353449,3473,40
US,43.98794227,-84.84819859999998,3390,95
US,42.94400871,-84.60145248,9410,103
US,44.68255561,-84.61006219,1202,16
US,45.90484910000001,-86.9080745,5436,102
US,46.00999672,-87.86961634,3752,78
US,42.59599185,-84.83740035,12494,233
US,45.52625509,-84.89083249,3161,49
US,,,321,5
US,43.02244215,-83.70589709,49156,1048
US,43.98901072,-84.38774817,3043,67
US,46.40862701,-89.69377193,1741,53
US,44.69565625,-85.55585247,8357,113
US,43.29265605,-84.60505416,5261,124
US,41.88753639,-84.59312019,5804,114
US,46.89988536,-88.68495385,3722,54
US,43.83353985,-83.04078453,4584,89
US,42.59716886,-84.37472069,29623,437
US,42.94502238,-85.07413319,8187,90
US,44.35486835,-83.63484895,2725,88
US,46.20974132,-88.53136251,1337,54
US,43.64060976,-84.84664923,8319,109
US,42.24807035,-84.42258681,19381,320
US,42.24542231,-85.53038622,28289,439
US,44.68512729,-85.09085699,1631,33
US,43.03197711,-85.54934642,88462,955
US,47.63197653,-88.41434263,229,4
US,43.99050893,-85.802173,888,19
US,43.09052506,-83.22153148,10980,234
US,44.94430054,-85.80150326,1558,24
US,41.89475156,-84.06603727,12148,188
US,42.60302282,-83.91297209,21532,228
US,46.47227431,-85.54471223,664,5
US,46.07028979,-85.04980537,1158,7
US,42.69158356,-82.92752801,116312,2620
US,44.33352407,-86.05626916,1601,32
US,46.4338914,-87.64043701,6666,72
US,43.99509218,-86.24988902,2892,44
US,43.64064262,-85.32463223,4306,41
US,45.58038692,-87.55370409,3117,48
US,,,27099,153
US,43.64330771,-84.38804374,9624,125
US,44.33772443,-85.09256478,1765,31
US,41.92734151,-83.53749864,19117,294
US,43.31082541,-85.15252824,7891,122
US,45.0275929,-84.12696227,835,24
US,43.29123859,-86.15176712,20109,403
US,43.554374,-85.80070107,6188,78
US,42.66090111,-83.38595416,139998,2617
US,43.64124435,-86.26726673,3493,67
US,44.33481032,-84.12725175,2513,49
US,46.665226200000006,-89.31390481,585,22
US,43.98992088,-85.32566756,2722,34
US,44.68192279,-84.12939244,878,32
US,45.02085831,-84.59898295,2995,49
US,42.95996803,-85.9969107,39284,483
US,,,2257,20
US,45.34018577,-83.91498656,1281,36
US,44.33473082,-84.61067651,2275,61
US,43.33433923,-84.05131209999998,25789,657
US,43.42406072,-82.82055898,4752,131
US,46.19235734,-86.19972234,723,5
US,42.95392800000001,-84.14585902,8104,122
US,42.92655373,-82.67937954,21318,498
US,41.91441767,-85.52797979,7925,115
US,43.46606813,-83.41897025,6990,186
US,,,35,0
US,42.25190229,-86.01939087,8780,155
US,42.253105,-83.83853204,31831,319
US,42.28098405,-83.281255,191603,5471
US,44.33853602,-85.57712739,3395,51
US,46.60962049,-93.4116826,1714,42
US,45.27476015,-93.24604565,51930,509
US,46.93479392,-95.67158144,5047,62
US,47.97373527,-94.93732139,6075,76
US,45.69804958,-93.99514135,7173,102
US,45.42712824,-96.41403739,762,4
US,44.03554215,-94.06699781,9333,56
US,44.24205652,-94.72562874,3868,45
US,46.59180601,-92.67601019,4270,64
US,44.82017001,-93.8009918,13048,54
US,46.95043611,-94.32603968,3942,41
US,45.02343421,-95.56403693,1811,39
US,45.5021011,-92.90861945,7915,61
US,46.89289518,-96.48761922,9823,98
US,47.57992111,-95.37790562,1287,18
US,47.90504893,-90.52629546,230,0
US,44.00715262,-95.18138802,1891,27
US,46.48096553,-94.06755609,8958,104
US,44.67172617,-93.06299363,55244,513
US,44.02238415,-92.86244324,2614,9
US,45.93348491,-95.45335469,5963,88
US,43.67381499,-93.94787458,2085,27
US,43.67394126,-92.08980382,2208,12
US,43.67385583,-93.34884422,4701,42
US,44.40849741,-92.7234195,5879,82
US,45.93424769,-96.01139609,747,9
US,45.00761521,-93.47694895,148887,1892
US,43.67129565,-91.49143057,2235,17
US,47.10778564,-94.91693868,2735,44
US,45.56181234,-93.29487636,5418,72
US,47.51009045,-93.63092229,5796,76
US,43.67423373,-95.15398258,1418,14
US,45.9459309,-93.29275192,1809,29
US,45.1526059,-95.00586446,7993,95
US,48.77754106,-96.78317184,582,22
US,48.24539665,-93.78352843,1362,19
US,44.9973857,-96.17488219,932,24
US,47.64270764,-91.44557998,1039,21
US,48.77217001,-94.90274472,442,4
US,44.37136597,-93.72844721,3704,30
US,44.41311883,-96.26688165,738,5
US,44.41327865,-95.83806103,4333,56
US,47.32557075,-95.80921485,816,12
US,48.35825983,-96.37017407,1249,19
US,43.67429718,-94.55099908,3069,34
US,44.82367677,-94.27287017,5625,67
US,45.12328869,-94.52839455,3426,51
US,45.93705297,-93.63236823,3913,64
US,46.01265363,-94.27341528,5230,64
US,43.67142874,-92.75234549,6178,39
US,44.02216709,-95.76328482,1271,10
US,44.35291112,-94.24710352,4115,50
US,43.67434621,-95.75329576,4699,52
US,47.32628443,-96.45620947,803,9
US,44.00374114,-92.40209944,17346,117
US,46.40846929,-95.70835255,7536,102
US,48.06642577,-96.0370814,2090,24
US,46.12105238,-92.74070188,4089,30
US,44.02301619,-96.25841142,1300,27
US,47.77372465,-96.40134647,4888,75
US,45.58606667,-95.44451209,1461,8
